"Q38A","Q94","Q101","Q1","URBRUR","REGION","corruption_presidency","education","gender","age_group","urban_rural","region"
0,1,1,27,2,639,"None","Informal schooling only","Male","25-34","Rural","639"
3,4,1,32,2,628,"All","Some secondary schooling","Male","25-34","Rural","628"
2,6,1,26,2,628,"Most","Post-secondary qualifications","Male","25-34","Rural","628"
2,7,1,40,1,644,"Most","Some university","Male","35-44","Urban","644"
3,5,1,18,1,644,"All","Secondary school completed","Male","18-24","Urban","644"
2,4,1,47,2,627,"Most","Some secondary schooling","Male","45-54","Rural","627"
2,8,1,54,2,628,"Most","University completed","Male","55+","Rural","628"
2,3,2,56,1,644,"Most","Primary school completed","Female","55+","Urban","644"
1,1,2,48,2,627,"Some","Informal schooling only","Female","45-54","Rural","627"
3,3,1,40,1,644,"All","Primary school completed","Male","35-44","Urban","644"
3,5,1,30,2,628,"All","Secondary school completed","Male","25-34","Rural","628"
1,4,2,30,2,627,"Some","Some secondary schooling","Female","25-34","Rural","627"
3,5,2,35,2,627,"All","Secondary school completed","Female","35-44","Rural","627"
1,3,2,41,2,645,"Some","Primary school completed","Female","35-44","Rural","645"
2,2,1,58,2,639,"Most","Some primary schooling","Male","55+","Rural","639"
2,3,2,26,2,645,"Most","Primary school completed","Female","25-34","Rural","645"
1,0,2,19,2,639,"Some","No formal schooling","Female","18-24","Rural","639"
2,0,2,22,2,639,"Most","No formal schooling","Female","18-24","Rural","639"
0,1,2,36,2,639,"None","Informal schooling only","Female","35-44","Rural","639"
3,3,2,40,1,644,"All","Primary school completed","Female","35-44","Urban","644"
2,5,2,28,1,644,"Most","Secondary school completed","Female","25-34","Urban","644"
2,4,1,35,2,628,"Most","Some secondary schooling","Male","35-44","Rural","628"
3,5,1,21,2,628,"All","Secondary school completed","Male","18-24","Rural","628"
2,6,1,45,1,644,"Most","Post-secondary qualifications","Male","45-54","Urban","644"
1,8,1,47,2,628,"Some","University completed","Male","45-54","Rural","628"
3,5,2,41,1,644,"All","Secondary school completed","Female","35-44","Urban","644"
3,5,1,40,2,628,"All","Secondary school completed","Male","35-44","Rural","628"
3,5,1,41,2,645,"All","Secondary school completed","Male","35-44","Rural","645"
1,8,1,23,2,645,"Some","University completed","Male","18-24","Rural","645"
3,6,1,28,1,644,"All","Post-secondary qualifications","Male","25-34","Urban","644"
3,6,2,20,2,628,"All","Post-secondary qualifications","Female","18-24","Rural","628"
3,5,2,20,2,628,"All","Secondary school completed","Female","18-24","Rural","628"
1,3,2,28,2,628,"Some","Primary school completed","Female","25-34","Rural","628"
2,4,2,19,2,639,"Most","Some secondary schooling","Female","18-24","Rural","639"
2,4,1,30,2,639,"Most","Some secondary schooling","Male","25-34","Rural","639"
1,2,1,38,2,639,"Some","Some primary schooling","Male","35-44","Rural","639"
2,0,1,29,2,639,"Most","No formal schooling","Male","25-34","Rural","639"
1,4,2,47,2,628,"Some","Some secondary schooling","Female","45-54","Rural","628"
3,4,2,25,1,644,"All","Some secondary schooling","Female","25-34","Urban","644"
1,3,1,34,1,644,"Some","Primary school completed","Male","35-44","Urban","644"
3,5,2,42,1,644,"All","Secondary school completed","Female","35-44","Urban","644"
2,4,1,32,2,639,"Most","Some secondary schooling","Male","25-34","Rural","639"
3,8,1,76,1,644,"All","University completed","Male","55+","Urban","644"
2,0,2,47,2,639,"Most","No formal schooling","Female","45-54","Rural","639"
1,1,2,19,2,639,"Some","Informal schooling only","Female","18-24","Rural","639"
2,1,2,24,2,639,"Most","Informal schooling only","Female","25-34","Rural","639"
1,3,2,38,1,644,"Some","Primary school completed","Female","35-44","Urban","644"
1,1,1,37,1,644,"Some","Informal schooling only","Male","35-44","Urban","644"
3,5,2,38,2,645,"All","Secondary school completed","Female","35-44","Rural","645"
2,5,1,25,2,645,"Most","Secondary school completed","Male","25-34","Rural","645"
2,1,1,53,2,645,"Most","Informal schooling only","Male","45-54","Rural","645"
1,3,2,32,2,645,"Some","Primary school completed","Female","25-34","Rural","645"
3,5,2,26,1,644,"All","Secondary school completed","Female","25-34","Urban","644"
3,3,1,55,2,645,"All","Primary school completed","Male","55+","Rural","645"
2,0,2,33,2,645,"Most","No formal schooling","Female","25-34","Rural","645"
1,0,1,40,2,624,"Some","No formal schooling","Male","35-44","Rural","624"
1,0,2,43,2,624,"Some","No formal schooling","Female","35-44","Rural","624"
1,5,2,23,2,624,"Some","Secondary school completed","Female","18-24","Rural","624"
2,6,1,30,2,624,"Most","Post-secondary qualifications","Male","25-34","Rural","624"
3,5,1,42,1,628,"All","Secondary school completed","Male","35-44","Urban","628"
2,8,2,36,1,628,"Most","University completed","Female","35-44","Urban","628"
2,7,2,32,1,628,"Most","Some university","Female","25-34","Urban","628"
1,8,1,32,1,628,"Some","University completed","Male","25-34","Urban","628"
3,8,1,48,1,644,"All","University completed","Male","45-54","Urban","644"
0,8,1,28,1,644,"None","University completed","Male","25-34","Urban","644"
2,8,2,34,1,644,"Most","University completed","Female","35-44","Urban","644"
1,8,1,24,1,628,"Some","University completed","Male","25-34","Urban","628"
2,5,2,20,1,628,"Most","Secondary school completed","Female","18-24","Urban","628"
1,5,1,45,1,628,"Some","Secondary school completed","Male","45-54","Urban","628"
3,4,2,31,1,628,"All","Some secondary schooling","Female","25-34","Urban","628"
2,5,2,35,2,635,"Most","Secondary school completed","Female","35-44","Rural","635"
1,5,1,41,2,635,"Some","Secondary school completed","Male","35-44","Rural","635"
1,5,1,29,2,635,"Some","Secondary school completed","Male","25-34","Rural","635"
1,5,1,32,2,635,"Some","Secondary school completed","Male","25-34","Rural","635"
2,5,2,35,1,639,"Most","Secondary school completed","Female","35-44","Urban","639"
2,8,1,40,1,639,"Most","University completed","Male","35-44","Urban","639"
1,8,2,24,1,644,"Some","University completed","Female","25-34","Urban","644"
1,0,1,61,1,639,"Some","No formal schooling","Male","55+","Urban","639"
1,5,1,43,1,639,"Some","Secondary school completed","Male","35-44","Urban","639"
3,6,2,30,1,644,"All","Post-secondary qualifications","Female","25-34","Urban","644"
2,5,2,44,1,644,"Most","Secondary school completed","Female","45-54","Urban","644"
2,3,1,35,2,635,"Most","Primary school completed","Male","35-44","Rural","635"
3,5,1,32,1,644,"All","Secondary school completed","Male","25-34","Urban","644"
1,3,2,30,2,635,"Some","Primary school completed","Female","25-34","Rural","635"
2,0,2,39,2,635,"Most","No formal schooling","Female","35-44","Rural","635"
2,4,1,31,1,639,"Most","Some secondary schooling","Male","25-34","Urban","639"
0,5,2,35,2,635,"None","Secondary school completed","Female","35-44","Rural","635"
2,0,2,52,1,639,"Most","No formal schooling","Female","45-54","Urban","639"
2,4,2,24,1,639,"Most","Some secondary schooling","Female","25-34","Urban","639"
3,4,1,57,1,644,"All","Some secondary schooling","Male","55+","Urban","644"
1,3,2,36,1,639,"Some","Primary school completed","Female","35-44","Urban","639"
2,6,1,41,1,644,"Most","Post-secondary qualifications","Male","35-44","Urban","644"
1,3,1,25,1,639,"Some","Primary school completed","Male","25-34","Urban","639"
2,3,2,26,1,639,"Most","Primary school completed","Female","25-34","Urban","639"
3,3,1,59,2,624,"All","Primary school completed","Male","55+","Rural","624"
2,3,2,53,1,644,"Most","Primary school completed","Female","45-54","Urban","644"
3,4,2,54,1,644,"All","Some secondary schooling","Female","55+","Urban","644"
2,3,1,32,1,639,"Most","Primary school completed","Male","25-34","Urban","639"
1,5,1,19,2,624,"Some","Secondary school completed","Male","18-24","Rural","624"
2,6,2,26,1,644,"Most","Post-secondary qualifications","Female","25-34","Urban","644"
1,1,2,35,2,624,"Some","Informal schooling only","Female","35-44","Rural","624"
2,4,1,18,1,639,"Most","Some secondary schooling","Male","18-24","Urban","639"
1,0,1,53,1,639,"Some","No formal schooling","Male","45-54","Urban","639"
1,0,2,19,1,639,"Some","No formal schooling","Female","18-24","Urban","639"
1,0,2,30,2,635,"Some","No formal schooling","Female","25-34","Rural","635"
2,5,1,52,2,635,"Most","Secondary school completed","Male","45-54","Rural","635"
2,6,1,29,2,635,"Most","Post-secondary qualifications","Male","25-34","Rural","635"
2,3,2,20,2,624,"Most","Primary school completed","Female","18-24","Rural","624"
2,5,1,52,2,635,"Most","Secondary school completed","Male","45-54","Rural","635"
3,0,2,50,2,624,"All","No formal schooling","Female","45-54","Rural","624"
3,8,2,34,1,644,"All","University completed","Female","35-44","Urban","644"
3,4,1,36,1,644,"All","Some secondary schooling","Male","35-44","Urban","644"
1,2,2,28,1,639,"Some","Some primary schooling","Female","25-34","Urban","639"
2,5,2,19,1,639,"Most","Secondary school completed","Female","18-24","Urban","639"
1,5,2,56,2,635,"Some","Secondary school completed","Female","55+","Rural","635"
1,5,1,42,2,635,"Some","Secondary school completed","Male","35-44","Rural","635"
3,3,1,38,2,624,"All","Primary school completed","Male","35-44","Rural","624"
2,0,2,23,2,635,"Most","No formal schooling","Female","18-24","Rural","635"
3,1,1,27,2,624,"All","Informal schooling only","Male","25-34","Rural","624"
1,3,2,32,2,635,"Some","Primary school completed","Female","25-34","Rural","635"
1,5,1,54,2,624,"Some","Secondary school completed","Male","55+","Rural","624"
1,3,2,31,2,624,"Some","Primary school completed","Female","25-34","Rural","624"
1,0,2,44,2,624,"Some","No formal schooling","Female","45-54","Rural","624"
3,0,2,22,2,624,"All","No formal schooling","Female","18-24","Rural","624"
2,2,1,20,2,624,"Most","Some primary schooling","Male","18-24","Rural","624"
1,5,2,18,1,635,"Some","Secondary school completed","Female","18-24","Urban","635"
1,6,1,39,1,635,"Some","Post-secondary qualifications","Male","35-44","Urban","635"
1,5,1,33,1,635,"Some","Secondary school completed","Male","25-34","Urban","635"
2,2,1,22,1,635,"Most","Some primary schooling","Male","18-24","Urban","635"
2,1,1,25,1,644,"Most","Informal schooling only","Male","25-34","Urban","644"
3,8,1,40,1,644,"All","University completed","Male","35-44","Urban","644"
2,3,1,31,1,644,"Most","Primary school completed","Male","25-34","Urban","644"
3,3,2,29,1,644,"All","Primary school completed","Female","25-34","Urban","644"
1,5,1,25,1,624,"Some","Secondary school completed","Male","25-34","Urban","624"
1,6,1,40,1,624,"Some","Post-secondary qualifications","Male","35-44","Urban","624"
1,8,1,39,1,624,"Some","University completed","Male","35-44","Urban","624"
2,5,2,18,1,635,"Most","Secondary school completed","Female","18-24","Urban","635"
1,5,1,20,1,624,"Some","Secondary school completed","Male","18-24","Urban","624"
2,6,2,38,1,635,"Most","Post-secondary qualifications","Female","35-44","Urban","635"
1,5,2,40,1,644,"Some","Secondary school completed","Female","35-44","Urban","644"
2,4,2,35,1,635,"Most","Some secondary schooling","Female","35-44","Urban","635"
1,8,1,45,1,633,"Some","University completed","Male","45-54","Urban","633"
2,5,1,52,1,633,"Most","Secondary school completed","Male","45-54","Urban","633"
1,3,2,72,1,633,"Some","Primary school completed","Female","55+","Urban","633"
3,5,2,33,1,644,"All","Secondary school completed","Female","25-34","Urban","644"
3,5,2,36,1,644,"All","Secondary school completed","Female","35-44","Urban","644"
1,5,1,19,1,633,"Some","Secondary school completed","Male","18-24","Urban","633"
1,6,1,54,1,635,"Some","Post-secondary qualifications","Male","55+","Urban","635"
2,5,1,57,1,644,"Most","Secondary school completed","Male","55+","Urban","644"
2,0,1,62,1,640,"Most","No formal schooling","Male","55+","Urban","640"
2,3,2,35,1,624,"Most","Primary school completed","Female","35-44","Urban","624"
1,5,2,41,1,624,"Some","Secondary school completed","Female","35-44","Urban","624"
2,5,2,18,1,624,"Most","Secondary school completed","Female","18-24","Urban","624"
1,5,1,63,1,633,"Some","Secondary school completed","Male","55+","Urban","633"
1,5,2,24,1,624,"Some","Secondary school completed","Female","25-34","Urban","624"
3,6,2,29,1,633,"All","Post-secondary qualifications","Female","25-34","Urban","633"
2,5,2,33,1,640,"Most","Secondary school completed","Female","25-34","Urban","640"
2,0,2,65,1,633,"Most","No formal schooling","Female","55+","Urban","633"
2,4,2,25,1,633,"Most","Some secondary schooling","Female","25-34","Urban","633"
3,6,1,22,1,644,"All","Post-secondary qualifications","Male","18-24","Urban","644"
2,5,2,79,1,644,"Most","Secondary school completed","Female","55+","Urban","644"
0,1,2,47,2,640,"None","Informal schooling only","Female","45-54","Rural","640"
1,9,1,45,1,644,"Some","Post-graduate","Male","45-54","Urban","644"
2,5,2,25,1,644,"Most","Secondary school completed","Female","25-34","Urban","644"
3,8,1,34,1,644,"All","University completed","Male","35-44","Urban","644"
2,5,1,50,2,624,"Most","Secondary school completed","Male","45-54","Rural","624"
3,5,1,21,1,644,"All","Secondary school completed","Male","18-24","Urban","644"
2,5,1,21,2,624,"Most","Secondary school completed","Male","18-24","Rural","624"
1,1,2,40,2,624,"Some","Informal schooling only","Female","35-44","Rural","624"
2,3,2,40,1,633,"Most","Primary school completed","Female","35-44","Urban","633"
1,5,2,21,1,633,"Some","Secondary school completed","Female","18-24","Urban","633"
1,5,2,42,1,633,"Some","Secondary school completed","Female","35-44","Urban","633"
0,3,1,55,1,633,"None","Primary school completed","Male","55+","Urban","633"
1,0,2,48,2,640,"Some","No formal schooling","Female","45-54","Rural","640"
1,3,2,45,1,644,"Some","Primary school completed","Female","45-54","Urban","644"
1,2,2,33,2,624,"Some","Some primary schooling","Female","25-34","Rural","624"
2,5,2,23,2,624,"Most","Secondary school completed","Female","18-24","Rural","624"
1,5,1,31,1,633,"Some","Secondary school completed","Male","25-34","Urban","633"
2,6,2,34,1,644,"Most","Post-secondary qualifications","Female","35-44","Urban","644"
1,4,1,40,1,633,"Some","Some secondary schooling","Male","35-44","Urban","633"
3,5,1,40,1,633,"All","Secondary school completed","Male","35-44","Urban","633"
2,5,2,30,1,633,"Most","Secondary school completed","Female","25-34","Urban","633"
2,0,2,30,2,624,"Most","No formal schooling","Female","25-34","Rural","624"
2,1,1,45,2,624,"Most","Informal schooling only","Male","45-54","Rural","624"
2,5,1,45,2,624,"Most","Secondary school completed","Male","45-54","Rural","624"
1,5,1,22,1,639,"Some","Secondary school completed","Male","18-24","Urban","639"
1,4,2,18,1,639,"Some","Some secondary schooling","Female","18-24","Urban","639"
3,3,2,44,2,624,"All","Primary school completed","Female","45-54","Rural","624"
2,5,1,37,1,644,"Most","Secondary school completed","Male","35-44","Urban","644"
3,4,2,30,1,644,"All","Some secondary schooling","Female","25-34","Urban","644"
3,5,1,37,1,644,"All","Secondary school completed","Male","35-44","Urban","644"
3,5,1,61,1,644,"All","Secondary school completed","Male","55+","Urban","644"
1,3,1,58,2,624,"Some","Primary school completed","Male","55+","Rural","624"
2,6,1,20,2,624,"Most","Post-secondary qualifications","Male","18-24","Rural","624"
2,5,1,19,2,624,"Most","Secondary school completed","Male","18-24","Rural","624"
1,3,2,67,2,633,"Some","Primary school completed","Female","55+","Rural","633"
1,5,2,36,2,633,"Some","Secondary school completed","Female","35-44","Rural","633"
1,4,2,30,2,633,"Some","Some secondary schooling","Female","25-34","Rural","633"
1,5,1,22,2,633,"Some","Secondary school completed","Male","18-24","Rural","633"
2,6,1,46,1,644,"Most","Post-secondary qualifications","Male","45-54","Urban","644"
3,3,2,49,1,644,"All","Primary school completed","Female","45-54","Urban","644"
2,5,2,41,1,639,"Most","Secondary school completed","Female","35-44","Urban","639"
1,5,2,25,2,624,"Some","Secondary school completed","Female","25-34","Rural","624"
2,5,1,21,1,639,"Most","Secondary school completed","Male","18-24","Urban","639"
1,5,1,30,1,639,"Some","Secondary school completed","Male","25-34","Urban","639"
2,7,1,29,1,639,"Most","Some university","Male","25-34","Urban","639"
2,4,2,53,1,644,"Most","Some secondary schooling","Female","45-54","Urban","644"
2,5,1,45,2,633,"Most","Secondary school completed","Male","45-54","Rural","633"
1,5,2,28,2,624,"Some","Secondary school completed","Female","25-34","Rural","624"
3,5,1,28,2,624,"All","Secondary school completed","Male","25-34","Rural","624"
1,3,1,60,2,633,"Some","Primary school completed","Male","55+","Rural","633"
1,4,1,35,2,633,"Some","Some secondary schooling","Male","35-44","Rural","633"
3,5,2,38,1,644,"All","Secondary school completed","Female","35-44","Urban","644"
1,6,2,26,2,633,"Some","Post-secondary qualifications","Female","25-34","Rural","633"
1,6,1,34,2,655,"Some","Post-secondary qualifications","Male","35-44","Rural","655"
2,5,1,34,1,639,"Most","Secondary school completed","Male","35-44","Urban","639"
2,6,1,59,2,655,"Most","Post-secondary qualifications","Male","55+","Rural","655"
1,5,1,28,2,655,"Some","Secondary school completed","Male","25-34","Rural","655"
1,5,2,22,1,639,"Some","Secondary school completed","Female","18-24","Urban","639"
1,5,2,20,2,624,"Some","Secondary school completed","Female","18-24","Rural","624"
2,5,2,40,2,655,"Most","Secondary school completed","Female","35-44","Rural","655"
1,0,2,28,1,639,"Some","No formal schooling","Female","25-34","Urban","639"
0,4,2,24,1,639,"None","Some secondary schooling","Female","25-34","Urban","639"
1,0,1,43,2,624,"Some","No formal schooling","Male","35-44","Rural","624"
1,0,2,30,2,624,"Some","No formal schooling","Female","25-34","Rural","624"
1,5,1,18,2,655,"Some","Secondary school completed","Male","18-24","Rural","655"
0,1,1,38,2,624,"None","Informal schooling only","Male","35-44","Rural","624"
1,5,2,27,2,655,"Some","Secondary school completed","Female","25-34","Rural","655"
2,0,2,28,2,655,"Most","No formal schooling","Female","25-34","Rural","655"
1,5,2,24,2,655,"Some","Secondary school completed","Female","25-34","Rural","655"
1,0,2,20,2,624,"Some","No formal schooling","Female","18-24","Rural","624"
2,3,2,30,2,624,"Most","Primary school completed","Female","25-34","Rural","624"
3,7,1,45,1,644,"All","Some university","Male","45-54","Urban","644"
1,3,2,37,2,624,"Some","Primary school completed","Female","35-44","Rural","624"
1,7,1,26,1,644,"Some","Some university","Male","25-34","Urban","644"
3,5,1,25,1,644,"All","Secondary school completed","Male","25-34","Urban","644"
2,5,1,22,1,639,"Most","Secondary school completed","Male","18-24","Urban","639"
2,4,2,42,1,639,"Most","Some secondary schooling","Female","35-44","Urban","639"
2,7,2,37,1,644,"Most","Some university","Female","35-44","Urban","644"
2,0,1,39,1,639,"Most","No formal schooling","Male","35-44","Urban","639"
2,5,2,35,2,655,"Most","Secondary school completed","Female","35-44","Rural","655"
1,5,2,27,1,644,"Some","Secondary school completed","Female","25-34","Urban","644"
3,3,2,50,1,644,"All","Primary school completed","Female","45-54","Urban","644"
1,5,1,35,2,655,"Some","Secondary school completed","Male","35-44","Rural","655"
2,0,1,46,2,655,"Most","No formal schooling","Male","45-54","Rural","655"
1,5,1,35,2,655,"Some","Secondary school completed","Male","35-44","Rural","655"
2,5,1,20,1,639,"Most","Secondary school completed","Male","18-24","Urban","639"
2,4,2,25,1,639,"Most","Some secondary schooling","Female","25-34","Urban","639"
3,5,2,26,1,644,"All","Secondary school completed","Female","25-34","Urban","644"
2,5,2,30,1,639,"Most","Secondary school completed","Female","25-34","Urban","639"
1,5,1,35,2,624,"Some","Secondary school completed","Male","35-44","Rural","624"
2,5,1,35,2,624,"Most","Secondary school completed","Male","35-44","Rural","624"
2,5,2,25,2,655,"Most","Secondary school completed","Female","25-34","Rural","655"
2,2,2,41,2,655,"Most","Some primary schooling","Female","35-44","Rural","655"
2,5,1,40,2,655,"Most","Secondary school completed","Male","35-44","Rural","655"
1,0,2,25,2,655,"Some","No formal schooling","Female","25-34","Rural","655"
1,3,1,38,1,644,"Some","Primary school completed","Male","35-44","Urban","644"
1,3,2,61,1,633,"Some","Primary school completed","Female","55+","Urban","633"
0,5,1,19,1,633,"None","Secondary school completed","Male","18-24","Urban","633"
3,3,2,32,1,633,"All","Primary school completed","Female","25-34","Urban","633"
2,3,1,23,1,633,"Most","Primary school completed","Male","18-24","Urban","633"
1,5,2,42,1,633,"Some","Secondary school completed","Female","35-44","Urban","633"
1,4,1,29,1,633,"Some","Some secondary schooling","Male","25-34","Urban","633"
2,5,1,36,1,633,"Most","Secondary school completed","Male","35-44","Urban","633"
3,3,2,58,1,633,"All","Primary school completed","Female","55+","Urban","633"
0,1,2,44,2,639,"None","Informal schooling only","Female","45-54","Rural","639"
0,0,1,33,2,639,"None","No formal schooling","Male","25-34","Rural","639"
0,0,2,31,2,639,"None","No formal schooling","Female","25-34","Rural","639"
2,6,2,30,1,655,"Most","Post-secondary qualifications","Female","25-34","Urban","655"
1,4,1,27,1,655,"Some","Some secondary schooling","Male","25-34","Urban","655"
3,5,1,57,1,644,"All","Secondary school completed","Male","55+","Urban","644"
2,6,1,19,1,655,"Most","Post-secondary qualifications","Male","18-24","Urban","655"
1,8,1,60,1,644,"Some","University completed","Male","55+","Urban","644"
3,5,1,29,1,644,"All","Secondary school completed","Male","25-34","Urban","644"
2,6,1,38,1,655,"Most","Post-secondary qualifications","Male","35-44","Urban","655"
3,6,2,33,1,644,"All","Post-secondary qualifications","Female","25-34","Urban","644"
1,8,2,33,1,644,"Some","University completed","Female","25-34","Urban","644"
2,5,2,30,1,644,"Most","Secondary school completed","Female","25-34","Urban","644"
1,6,2,28,1,655,"Some","Post-secondary qualifications","Female","25-34","Urban","655"
2,8,1,32,1,655,"Most","University completed","Male","25-34","Urban","655"
0,0,2,31,1,655,"None","No formal schooling","Female","25-34","Urban","655"
3,6,2,28,1,644,"All","Post-secondary qualifications","Female","25-34","Urban","644"
2,6,2,35,1,655,"Most","Post-secondary qualifications","Female","35-44","Urban","655"
3,4,1,41,1,644,"All","Some secondary schooling","Male","35-44","Urban","644"
2,0,1,24,2,639,"Most","No formal schooling","Male","25-34","Rural","639"
2,3,2,41,2,639,"Most","Primary school completed","Female","35-44","Rural","639"
1,8,1,48,2,651,"Some","University completed","Male","45-54","Rural","651"
0,3,1,25,2,639,"None","Primary school completed","Male","25-34","Rural","639"
2,5,1,35,2,651,"Most","Secondary school completed","Male","35-44","Rural","651"
2,3,2,41,2,651,"Most","Primary school completed","Female","35-44","Rural","651"
2,5,2,39,2,651,"Most","Secondary school completed","Female","35-44","Rural","651"
2,6,2,24,2,651,"Most","Post-secondary qualifications","Female","25-34","Rural","651"
0,6,1,35,1,644,"None","Post-secondary qualifications","Male","35-44","Urban","644"
2,8,2,37,1,644,"Most","University completed","Female","35-44","Urban","644"
0,0,2,28,2,639,"None","No formal schooling","Female","25-34","Rural","639"
1,6,1,27,1,644,"Some","Post-secondary qualifications","Male","25-34","Urban","644"
2,5,1,20,2,639,"Most","Secondary school completed","Male","18-24","Rural","639"
3,6,1,30,1,644,"All","Post-secondary qualifications","Male","25-34","Urban","644"
1,0,2,60,2,651,"Some","No formal schooling","Female","55+","Rural","651"
2,3,2,30,2,639,"Most","Primary school completed","Female","25-34","Rural","639"
0,6,2,28,1,644,"None","Post-secondary qualifications","Female","25-34","Urban","644"
1,3,1,35,2,651,"Some","Primary school completed","Male","35-44","Rural","651"
3,8,1,32,1,644,"All","University completed","Male","25-34","Urban","644"
3,5,2,34,1,644,"All","Secondary school completed","Female","35-44","Urban","644"
1,4,1,32,2,639,"Some","Some secondary schooling","Male","25-34","Rural","639"
2,5,1,21,2,651,"Most","Secondary school completed","Male","18-24","Rural","651"
3,5,2,39,1,644,"All","Secondary school completed","Female","35-44","Urban","644"
2,1,1,40,2,639,"Most","Informal schooling only","Male","35-44","Rural","639"
2,4,2,19,2,639,"Most","Some secondary schooling","Female","18-24","Rural","639"
2,0,2,55,2,639,"Most","No formal schooling","Female","55+","Rural","639"
1,4,2,28,1,651,"Some","Some secondary schooling","Female","25-34","Urban","651"
3,6,2,33,1,651,"All","Post-secondary qualifications","Female","25-34","Urban","651"
3,7,1,71,1,651,"All","Some university","Male","55+","Urban","651"
2,5,1,29,2,639,"Most","Secondary school completed","Male","25-34","Rural","639"
2,0,2,20,2,639,"Most","No formal schooling","Female","18-24","Rural","639"
1,3,2,57,2,630,"Some","Primary school completed","Female","55+","Rural","630"
1,2,2,32,2,630,"Some","Some primary schooling","Female","25-34","Rural","630"
3,5,1,27,2,630,"All","Secondary school completed","Male","25-34","Rural","630"
3,8,1,23,2,630,"All","University completed","Male","18-24","Rural","630"
1,4,1,32,1,651,"Some","Some secondary schooling","Male","25-34","Urban","651"
3,6,1,35,1,651,"All","Post-secondary qualifications","Male","35-44","Urban","651"
3,6,2,23,1,651,"All","Post-secondary qualifications","Female","18-24","Urban","651"
1,4,2,22,2,630,"Some","Some secondary schooling","Female","18-24","Rural","630"
3,4,1,30,2,630,"All","Some secondary schooling","Male","25-34","Rural","630"
1,5,1,45,2,630,"Some","Secondary school completed","Male","45-54","Rural","630"
3,6,1,30,1,651,"All","Post-secondary qualifications","Male","25-34","Urban","651"
3,5,2,40,2,630,"All","Secondary school completed","Female","35-44","Rural","630"
1,0,2,22,1,651,"Some","No formal schooling","Female","18-24","Urban","651"
0,3,1,19,2,639,"None","Primary school completed","Male","18-24","Rural","639"
3,5,2,32,2,651,"All","Secondary school completed","Female","25-34","Rural","651"
2,4,2,31,2,639,"Most","Some secondary schooling","Female","25-34","Rural","639"
1,0,1,52,2,639,"Some","No formal schooling","Male","45-54","Rural","639"
0,1,2,21,2,639,"None","Informal schooling only","Female","18-24","Rural","639"
1,5,1,34,2,630,"Some","Secondary school completed","Male","35-44","Rural","630"
2,5,1,35,2,630,"Most","Secondary school completed","Male","35-44","Rural","630"
1,4,1,48,2,630,"Some","Some secondary schooling","Male","45-54","Rural","630"
2,5,1,35,2,630,"Most","Secondary school completed","Male","35-44","Rural","630"
1,4,2,45,1,627,"Some","Some secondary schooling","Female","45-54","Urban","627"
1,6,1,28,1,627,"Some","Post-secondary qualifications","Male","25-34","Urban","627"
0,5,1,21,1,639,"None","Secondary school completed","Male","18-24","Urban","639"
2,3,1,45,1,639,"Most","Primary school completed","Male","45-54","Urban","639"
3,0,1,40,1,639,"All","No formal schooling","Male","35-44","Urban","639"
1,3,2,36,1,639,"Some","Primary school completed","Female","35-44","Urban","639"
1,6,1,29,1,627,"Some","Post-secondary qualifications","Male","25-34","Urban","627"
2,5,1,43,1,627,"Most","Secondary school completed","Male","35-44","Urban","627"
3,5,2,22,2,630,"All","Secondary school completed","Female","18-24","Rural","630"
1,4,2,24,2,630,"Some","Some secondary schooling","Female","25-34","Rural","630"
1,5,2,47,2,630,"Some","Secondary school completed","Female","45-54","Rural","630"
3,3,2,32,2,630,"All","Primary school completed","Female","25-34","Rural","630"
1,0,2,65,1,639,"Some","No formal schooling","Female","55+","Urban","639"
2,3,1,25,1,639,"Most","Primary school completed","Male","25-34","Urban","639"
1,5,1,50,1,627,"Some","Secondary school completed","Male","45-54","Urban","627"
1,5,2,39,1,627,"Some","Secondary school completed","Female","35-44","Urban","627"
0,6,2,42,1,639,"None","Post-secondary qualifications","Female","35-44","Urban","639"
1,1,2,63,1,627,"Some","Informal schooling only","Female","55+","Urban","627"
2,5,1,41,2,651,"Most","Secondary school completed","Male","35-44","Rural","651"
1,6,1,26,2,651,"Some","Post-secondary qualifications","Male","25-34","Rural","651"
1,6,1,45,2,651,"Some","Post-secondary qualifications","Male","45-54","Rural","651"
2,3,2,20,1,639,"Most","Primary school completed","Female","18-24","Urban","639"
2,6,2,30,1,627,"Most","Post-secondary qualifications","Female","25-34","Urban","627"
1,5,1,19,2,651,"Some","Secondary school completed","Male","18-24","Rural","651"
2,4,1,45,2,644,"Most","Some secondary schooling","Male","45-54","Rural","644"
1,3,1,39,2,644,"Some","Primary school completed","Male","35-44","Rural","644"
1,6,2,32,2,644,"Some","Post-secondary qualifications","Female","25-34","Rural","644"
2,6,2,29,2,651,"Most","Post-secondary qualifications","Female","25-34","Rural","651"
2,5,2,30,2,651,"Most","Secondary school completed","Female","25-34","Rural","651"
1,3,2,36,2,651,"Some","Primary school completed","Female","35-44","Rural","651"
1,8,1,52,2,644,"Some","University completed","Male","45-54","Rural","644"
2,8,1,45,1,627,"Most","University completed","Male","45-54","Urban","627"
2,4,2,19,1,627,"Most","Some secondary schooling","Female","18-24","Urban","627"
1,5,1,38,1,627,"Some","Secondary school completed","Male","35-44","Urban","627"
